year,0,1,2,3,4,5,6,7
2023,Alberta,High Wage,FAAB Consultants Inc,"Calgary, AB T3N 1K7","0124-Advertising, marketing and public relations managers",Unknown,1,1
2023,Alberta,High Wage,G & D Trucking Ltd.,"Calgary, AB T3N 1H1",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,GAYATRI HOLDINGS MEDICINE HAT B INC.,"MEDICINE HAT, AB T1A 8C1",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Alberta,High Wage,Henry C.D Carpenter Inc.,"Calgary, AB T3J 1V2",7271-Carpenters,Unknown,1,3
2023,Alberta,High Wage,J&J Logistic Ltd,"Calgary, AB T3J 0W2",7511-Transport truck drivers,Unknown,1,1
2023,Alberta,High Wage,Legacy Immigration Services,"BEAUMONT, AB T4X 2A2",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,Legacy Immigration Services,"BEAUMONT, AB T4X 2A2",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Alberta,High Wage,LOTUS CREATIVE SOLUTIONS LTD.,"Edmonton, AB T6N 1B4",5241-Graphic designers and illustrators,Unknown,1,1
2023,Alberta,High Wage,RIVERA HOMES LTD,"Edmonton, AB T6B 3G1",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,RIVERA HOMES LTD,"Edmonton, AB T6B 3G1",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Alberta,High Wage,Sandhu Transportation Ltd,"Rocky View County, AB T1X 0K1",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,Alberta,High Wage,SILVER FREIGHT TRUCKING INC.,"Calgary, AB T3J 0B6",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,SUNORA FOODS,"CALGARY, AB T3A 0X9",1111-Financial auditors and accountants,Unknown,1,1
2023,Alberta,High Wage,SUNORA FOODS,"CALGARY, AB T3A 0X9","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,Alberta,High Wage,SUPER 1 CONSTRUCTIONS LTD.,"CALGARY, AB T3J 2C8",7611-Construction trades helpers and labourers,Unknown,1,2
2023,Alberta,High Wage,Super Services Corp,"EDMONTON, AB T6B 3J4",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,UPVIEW CONSTRUCTION & MANAGEMENT LTD.,"CALGARY, AB T2E 2M3","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,Alberta,High Wage,Waymaker Creative Services Inc.,"Edmonton, AB T6T 1E2","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,2
2023,Alberta,High Wage,WOODFELLAS CONSTRUCTION LTD.,"Calgary, AB T3J 0B4",1221-Administrative officers,Unknown,1,1
2023,Alberta,High Wage,ZM Auto Group Limited,"Edmonton, AB T6R 3B2",0114-Other administrative services managers,Unknown,1,1
2023,Alberta,Low Wage,101145697 Saskatchewan Ltd.,"Calgary, AB T2A 2L7",6611-Cashiers,Unknown,1,1
2023,Alberta,Low Wage,1278844 ALBERTA LTD,"CALGARY, AB T3N 1L3","6733-Janitors, caretakers and building superintendents",Unknown,1,1
2023,Alberta,Low Wage,1303831 Alberta Ltd.,"Calgary, AB T2X 4G5",7271-Carpenters,Unknown,1,1
2023,Alberta,Low Wage,2226802 Alberta LTD.,"Calgary, AB T3J 1Y6",7611-Construction trades helpers and labourers,Unknown,1,1
2023,Alberta,Low Wage,2281313 Alberta Ltd.,"Edmonton, AB T5K 0L5",6322-Cooks,Unknown,1,1
2023,Alberta,Low Wage,2382399 Alberta Inc.,"Calgary, AB T2J 0P5",6311-Food service supervisors,Unknown,1,1
2023,Alberta,Low Wage,2382399 Alberta Inc.,"Calgary, AB T2J 0P5",6322-Cooks,Unknown,1,1
2023,Alberta,Low Wage,2398211 Alberta LTD,"Calgary, AB T2G 0T3",0621-Retail and wholesale trade managers,Unknown,1,1
2023,Alberta,Low Wage,A&L electrical services ltd.,"EDMONTON, AB T6X 1S8",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,ACONNECT INC.,"Calgary, AB T2N 2B6",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,Amazing Duo Cleaning Services,"Calgary, AB T1Y 4W8",6731-Light duty cleaners,Unknown,1,2
2023,Alberta,Low Wage,ARC PLUMBING INC.,"airdrie, AB T4A 1W9",7251-Plumbers,Unknown,1,1
2023,Alberta,Low Wage,Belvent Manufacturing Ltd.,"Edmonton, AB T5H 3P7",9416-Metalworking and forging machine operators,Unknown,1,3
2023,Alberta,Low Wage,Blue Rock Construction Ltd.,"Edmonton, AB T6T 1W9",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,BRIDGE TO CARE,"Spruce Grove, AB T7X 0J6",4212-Social and community service workers,Unknown,1,1
2023,Alberta,Low Wage,Compass Bending Ltd.,"Calgary, AB T2C 1W2",9416-Metalworking and forging machine operators,Unknown,1,1
2023,Alberta,Low Wage,Crest Immigration Services inc.,"Edmonton, AB T5Z 0J4",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,FASTWAY TRANS GROUP INC.,"Calgary, AB T3J 4H6",6211-Retail sales supervisors,Unknown,1,1
2023,Alberta,Low Wage,Genesis Construction Inc.,"Calgary, AB T3C 0N3",7611-Construction trades helpers and labourers,Unknown,1,3
2023,Alberta,Low Wage,GENIUS EXTERIORS LTD,"Edmonton, AB T6B 3G1",7611-Construction trades helpers and labourers,Unknown,1,5
2023,Alberta,Low Wage,GIAANSH MANAGEMENT LTD,"Edmonton, AB T5S 2X6",6322-Cooks,Unknown,1,1
2023,Alberta,Low Wage,HENVI & PAL'S RESTAURANTS INC.,"CALGARY, AB T2Z 3E7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,Alberta,Low Wage,Legacy Immigration Services,"BEAUMONT, AB T4X 2A2",1414-Receptionists,Unknown,1,1
2023,Alberta,Low Wage,Lethbridge Chicken Foods Inc,"Lethbridge, AB T1J 0L9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,Alberta,Low Wage,LKJ Renovation Inc,"Edmonton, AB T6P 1G8",7291-Roofers and shinglers,Unknown,1,1
2023,Alberta,Low Wage,MBIC Immigration Services Ltd.,"Calgary, AB T2P 3H6",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,Mid east well bake corporation,"calgary, AB T1Y 7L9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2023,Alberta,Low Wage,MPC Logistics Inc.,"Edmonton, AB T6L 5X9",6621-Service station attendants,Unknown,1,2
2023,Alberta,Low Wage,Newton Holding Ltd,"Edmonton, AB T6P 1M2",7511-Transport truck drivers,Unknown,1,2
2023,Alberta,Low Wage,Nho Saigon Inc.,"Calgary, AB T2T 1Z7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,Alberta,Low Wage,Olti Ceramic Tile Ltd.,"Edmonton, AB T5T 7G7",7611-Construction trades helpers and labourers,Unknown,1,1
2023,Alberta,Low Wage,Pho Uncle Ten Inc,"Calgary, AB T2A 7X6",6322-Cooks,Unknown,1,3
2023,Alberta,Low Wage,PK 17TH AVENUE INC.,"CALGARY, AB T2A 0S5",6322-Cooks,Unknown,1,1
2023,Alberta,Low Wage,PosadaGem Food Products,"Lethbridge, AB T1J 3S7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,Alberta,Low Wage,PRABH DISTRIBUTORS LTD.,"CALGARY, AB T3N 0V7",7611-Construction trades helpers and labourers,Unknown,1,3
2023,Alberta,Low Wage,Red Spoon Holdings Ltd,"Edmonton, AB T6M 0M8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,3,3
2023,Alberta,Low Wage,SAMRA WELDING LTD,"Edmonton, AB T6T 0L3",9612-Labourers in metal fabrication,Unknown,1,1
2023,Alberta,Low Wage,Skyhawk Transport Services Ltd.,"St. Albert, AB T8N 4C9",1411-General office support workers,Unknown,1,1
2023,Alberta,Low Wage,Spiro's family holdings Ltd,"Lloydminster, AB T9V 0Y1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2023,Alberta,Low Wage,Summit Resort MPM Inc-o/a Falcon Crest Lodge,"Canmore, AB T1W 3K5","6313-Accommodation, travel, tourism and related services supervisors",Unknown,1,1
2023,Alberta,Low Wage,The Landscape Artist Inc.,"Foothills, AB T1S 4E9",8612-Landscaping and grounds maintenance labourers,Unknown,1,8
2023,Alberta,Low Wage,The Posh Boutique Inc.,"Calgary, AB T3N 1W3",6611-Cashiers,Unknown,1,1
2023,Alberta,Low Wage,The Roaring Rolls,"Canmore, AB T1W 0L5","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,Alberta,Low Wage,Turkish Kebab House Inc,"Calgary, AB T2A 0V6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2023,Alberta,Low Wage,Unit Eight 73 Inc (1008),"Edmonton, AB T5V 0C8","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,Alberta,Low Wage,UnityRig Equipment Inc,"Nisku, AB T9E 7M1",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,Vemuri Talla Pharmacy services Ltd,"Peace River, AB T8S 0A3",3219-Other medical technologists and technicians (except dental health),Unknown,1,1
2023,Alberta,Low Wage,Wild Forest Adventures Sled Dog Tours and Pet Boarding,"Crooked Creek, AB T0H 0Y0","5254-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1
2023,Alberta,Low Wage,World Guardian Inc.,"Edmonton, AB T6E 5Y7",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Low Wage,ZM Auto Group Limited,"Edmonton, AB T6R 3B2",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Primary Agriculture,Serfas Farms Ltd,"Turin, AB T0K 2H0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,3
2023,Alberta,Permanent Resident Only,Angad Immigration Consultancy Services Inc.,"Edmonton, AB T6E  5T",1241-Administrative assistants,Unknown,1,1
2023,Alberta,Permanent Resident Only,HEMKUND DEVELOPMENTS LTD.,"Edmonton, AB T5M 1V4",0125-Other business services managers,Unknown,1,1
2023,British Columbia,High Wage,0772185 B.C. Ltd.,"Vancouver, BC V6B 2Z4","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2023,British Columbia,High Wage,0794743 BC Ltd,"Victoria, BC V8V 2P8","1212-Supervisors, finance and insurance office workers",Unknown,1,1
2023,British Columbia,High Wage,1037736 BC LTD,"Hope, BC V0X 1L4",6315-Cleaning supervisors,Unknown,1,1
2023,British Columbia,High Wage,1361118 B.C. LTD.,"Delta, BC V4C 2L7",2175-Web designers and developers,Unknown,1,1
2023,British Columbia,High Wage,3 Star Tile & Stone Services  Ltd.,"Surrey, BC V3V 5M2",7283-Tilesetters,Unknown,1,1
2023,British Columbia,High Wage,A D Services Ltd.,"SURREY, BC V3W 3E9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,British Columbia,High Wage,A-2 Enterprises Ltd,"Richmond, BC V6X 1T4",6211-Retail sales supervisors,Unknown,1,1
2023,British Columbia,High Wage,Aarvi Transport Ltd.,"Surrey, BC V3W 1R1","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2023,British Columbia,High Wage,Access Pacific Enterprises LTD.,"Richmond, BC V6V 0B7",0113-Purchasing managers,Unknown,1,1
2023,British Columbia,High Wage,ACTRONICS TECHNOLOGY SOLUTION INC.,"Surrey, BC V3T 4Y2",2172-Database analysts and data administrators,Unknown,1,1
2023,British Columbia,High Wage,Aglign BC Development (Baillie) Corp,"Vancouver, BC V6B 4N6",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
2023,British Columbia,High Wage,Alliance Energy Consultants LTD,"Burnaby, BC V5C 6C6",0125-Other business services managers,Unknown,1,1
2023,British Columbia,High Wage,Autozone Diagnostics Ltd.,"Surrey, BC V3W 4Z3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,2
2023,British Columbia,High Wage,AYROOP MILLWORK & DESIGN LTD.,"WEST VANCOUVER, BC V7S 2W1",5242-Interior designers and interior decorators,Unknown,1,1
2023,British Columbia,High Wage,BAKERVIEW MEMORIAL CEMETRY LTD,"LANGLEY, BC V4W 2P8",1241-Administrative assistants,Unknown,1,2
2023,British Columbia,High Wage,Bang Bang Tang Consulting Service Ltd.,"Burnaby, BC V5H 2A9",0125-Other business services managers,Unknown,1,1
2023,British Columbia,High Wage,BIBIANA MENDOZA MARTINEZ D.B.A Manu Dei Transportation,"Surrey, BC V3T 5T8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,3
2023,British Columbia,High Wage,Blue Mars Logistics Ltd,"Delta, BC V4G 1H5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,British Columbia,High Wage,Bones Pet Stores Inc,"Vancouver, BC V6B 4Z8",0621-Retail and wholesale trade managers,Unknown,1,1
2023,British Columbia,High Wage,BURMA TRANSPORT LTD.,"Surrey, BC V3S 0W3","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2023,British Columbia,High Wage,CAN ASIA ENTERPRISES LTD.,"Surrey, BC V3T 2S9","0014-Senior managers - health, education, social and community services and membership organizations",Unknown,1,1
2023,British Columbia,High Wage,Castores Builders Ltd.,"Burnaby, BC V5C 0L2",7271-Carpenters,Unknown,1,15
2023,British Columbia,High Wage,Centura immigration Service Inc.,"Surrey, BC V3W 1E6","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,British Columbia,High Wage,CHILLIWACK CHILDRENS ACADEMY LTD.,"Chilliwack, BC V2R 3M9",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,Cooperage Enterprises Inc.,"Port Coquitlam, BC V3B 8B8","5131-Producers, directors, choreographers and related occupations",Unknown,1,1
2023,British Columbia,High Wage,Core Drywall Ltd.,"Surrey, BC V3X 0E6","7284-Plasterers, drywall installers and finishers and lathers",Unknown,1,1
2023,British Columbia,High Wage,Curry Club Restaurant LTD.,"Victoria, BC V8W 2H3",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,EAGLE DISPOSAL INC.,"RICHMOND, BC V6V 2K7",7521-Heavy equipment operators (except crane),Unknown,1,4
2023,British Columbia,High Wage,Ecological Park Agriculture Inc.,"Richmond, BC V6W 1K8",2174-Computer programmers and interactive media developers,Unknown,1,1
2023,British Columbia,High Wage,Ehsan Sharenejad Personal Real Estate Corporation,"Vancouver, BC V6J 1W8",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,Enterpack paper & plastics ltd,"North Vancouver, BC V7P 1E2",0111-Financial managers,Unknown,1,1
2023,British Columbia,High Wage,Fair Waves Coffee Inc,"New Westminster, BC V3M 1B2",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,Filmgroup,"Vancouver, BC V5T 1A7","5131-Producers, directors, choreographers and related occupations",Corporation,5,5
2023,British Columbia,High Wage,Gaba Auto Detailing & Tires Ltd,"Abbotsford, BC V2T 6K8",6315-Cleaning supervisors,Unknown,1,1
2023,British Columbia,High Wage,Gold Maple Landscaping Inc.,"Vancouver, BC V5X 1B7","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
2023,British Columbia,High Wage,Golestan Bakers,"West Vancouver, BC V7T 1B7",0621-Retail and wholesale trade managers,Unknown,1,1
2023,British Columbia,High Wage,HAZEL CONSTRUCTIONS LTD,"SURREY, BC V3W 1P7",7271-Carpenters,Unknown,1,2
2023,British Columbia,High Wage,HOME FORGE CONSTRUCTION LTD.,"Burnaby, BC V5J 3J1",2264-Construction inspectors,Unknown,1,1
2023,British Columbia,High Wage,Home Idol Building Supplies Inc.,"Vanvouver, BC V5M 2A6",2174-Computer programmers and interactive media developers,Unknown,1,1
2023,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1123-Professional occupations in advertising, marketing and public relations",Unknown,1,1
2023,British Columbia,High Wage,Inline Truck repair ltd,"SURREY, BC V3W 3H7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,British Columbia,High Wage,Island Lubricants Ltd.,"Campbell River, BC V9W 3A6",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,British Columbia,High Wage,JR Wholesale Bakery Ltd.,"Victoria, BC V9A 4T8",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,High Wage,JSG CONSULTING INC.,"Surrey, BC V3S 7J2",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,High Wage,Kathy's Small Garden Company,"SALT SPRING ISLAND, BC V8K 2M8","8255-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1
2023,British Columbia,High Wage,KNIGHT HUB LTD.,"SURREY, BC V3S 8A6",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,KNIGHT HUB LTD.,"SURREY, BC V3S 8A6",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,British Columbia,High Wage,lifestyle mattress lounge ltd,"langley, BC V2Y 1M9",4163-Business development officers and marketing researchers and consultants,Unknown,1,1
2023,British Columbia,High Wage,LOOK4TUTOR INC.,"Vancouver, BC V6J 1X1",4021-College and other vocational instructors,Unknown,1,1
2023,British Columbia,High Wage,Mahapreet Blueberry Farm Ltd,"SURREY, BC V3X 3M8",1311-Accounting technicians and bookkeepers,Corporation,1,1
2023,British Columbia,High Wage,Means of Production Inc,"Vancouver, BC V5L 3X3","5131-Producers, directors, choreographers and related occupations",Unknown,3,3
2023,British Columbia,High Wage,MECO INDUSTRIAL LTD.,"Vancouver, BC V6B 6E3",0125-Other business services managers,Unknown,1,1
2023,British Columbia,High Wage,N.S.Kehal Inc.,"Surrey, BC V3W 4E9","1212-Supervisors, finance and insurance office workers",Unknown,1,1
2023,British Columbia,High Wage,Nester Homes Ltd.,"Surey, BC V3X 0H1",7611-Construction trades helpers and labourers,Unknown,1,2
2023,British Columbia,High Wage,New Way Mortgages Corp,"Abbotsford, BC V2T 1X8",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,NUMERO UNO CONSTRUCTION LTD.,"DELTA, BC V4C 2A7",7271-Carpenters,Unknown,1,2
2023,British Columbia,High Wage,Q Victoria Pizza INC.,"Victoria, BC V8Z 3G3",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,Razor King Barber House & Hair Salon Inc,"Surrey, BC V3W 4E9",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,Regent Christian Academy Society,"Surrey, BC V3S 2A6",4031-Secondary school teachers,Unknown,1,1
2023,British Columbia,High Wage,Ridgetechone Reinforcing Corp.,"Burnaby, BC V5C 4T4",7236-Ironworkers,Unknown,1,4
2023,British Columbia,High Wage,Royal Coast Immigration Consultancy Ltd.,"Abbotsford, BC V2T 6S3",1221-Administrative officers,Unknown,1,1
2023,British Columbia,High Wage,RUBICON ORGANICS INCORPORATED,"Vancouver, BC V6C 1A5",7311-Construction millwrights and industrial mechanics,Unknown,1,1
2023,British Columbia,High Wage,SEA TO SKY PRECISION CONSTRUCTION LTD,"Burnaby, BC V5A 4W2","0016-Senior managers - construction, transportation, production and utilities",Unknown,1,1
2023,British Columbia,High Wage,Simon Transportation Ltd,"ALDERGROVE, BC V4W 3R6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",Unknown,1,1
2023,British Columbia,High Wage,Stormtec Filtration Inc.,"Delta, BC V3M 5R1",7452-Material handlers,Unknown,1,1
2023,British Columbia,High Wage,The Capital Media Company Inc.,"Vancouver, BC V5Y 1N5","5131-Producers, directors, choreographers and related occupations",Unknown,6,6
2023,British Columbia,High Wage,TML Management Group Ltd.,"Richmond, BC V6X 4C9","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,British Columbia,High Wage,TOKEN STUDIO INC.,"Richmond, BC V6Y 2B6",2173-Software engineers and designers,Unknown,1,1
2023,British Columbia,High Wage,Universal auto Collision Ltd.,"Surrey, BC V3W 7T8",7322-Motor vehicle body repairers,Unknown,1,1
2023,British Columbia,High Wage,Villamar Technical Services Ltd.,"Saanichton, BC V8M 2A7","7202-Contractors and supervisors, electrical trades and telecommunications occupations",Unknown,1,3
2023,British Columbia,High Wage,VISMIT ENTERPRISES LTD.,"surrey, BC V3X 3P8",7511-Transport truck drivers,Unknown,1,2
2023,British Columbia,Low Wage,0722802 BC LTD.,"Burnaby, BC V3N 4N3",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,Low Wage,0722802 BC LTD.,"Burnaby, BC V3N 4N3",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,British Columbia,Low Wage,0852905 B.C. Ltd.,"Vancouver, BC V6J 1W6",6332-Bakers,Unknown,1,1
2023,British Columbia,Low Wage,1181778 B.C.LTD,"NORTH VANCOUVER, BC V7J 3S8",0631-Restaurant and food service managers,Unknown,1,1
2023,British Columbia,Low Wage,1211853 BC LTD,"Vancouver, BC V6T 1K6",0631-Restaurant and food service managers,Unknown,1,2
2023,British Columbia,Low Wage,1261102 B.C. LTD.,"Mission, BC V2V 6C7","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,British Columbia,Low Wage,12669340 Canada Ltd.,"Kelowna, BC V1P 1R1",7514-Delivery and courier service drivers,Unknown,1,1
2023,British Columbia,Low Wage,1290563 B.C. LTD.,"Richmond, BC V7A 4E1","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2023,British Columbia,Low Wage,1326414 B.C. Ltd,"Victoria, BC V9B 2W8",7514-Delivery and courier service drivers,Unknown,1,2
2023,British Columbia,Low Wage,1377592 B.C. LTD.,"VERNON, BC V1T 2T2",6322-Cooks,Unknown,1,1
2023,British Columbia,Low Wage,3 Star Tile & Stone Services  Ltd.,"Surrey, BC V3V 5M2",7281-Bricklayers,Unknown,1,2
2023,British Columbia,Low Wage,3 Star Tile & Stone Services  Ltd.,"Surrey, BC V3V 5M2",7283-Tilesetters,Unknown,1,2
2023,British Columbia,Low Wage,647700 BC Ltd,"Kelowna, BC V1X 4J4",6315-Cleaning supervisors,Unknown,1,1
2023,British Columbia,Low Wage,A & S HAND CAR WASH LTD.,"Surrey, BC V3W 3N4",6732-Specialized cleaners,Unknown,1,2
2023,British Columbia,Low Wage,BCK Enterprises Ltd.,"Kelowna, BC V1W 3S9","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,2
2023,British Columbia,Low Wage,Coast Spas Manufacturing Inc,"Langley, BC V2Y 1N1","9537-Other products assemblers, finishers and inspectors",Unknown,1,7
2023,British Columbia,Low Wage,Coastpak Industrial Co. Ltd.,"North Vancouver, BC V7P 0A3",1523-Production logistics co-ordinators,Unknown,1,1
2023,British Columbia,Low Wage,GE CleanCheck Ltd.,"Kelowna, BC V1V 1P3",6315-Cleaning supervisors,Unknown,1,3
2023,British Columbia,Low Wage,GREAT CHOICE CONSTRUCTION & RENOVATION LTD.,"SURREY, BC V3W 0W1",7611-Construction trades helpers and labourers,Unknown,1,2
2023,British Columbia,Low Wage,Hollyburn Family Services Ltd,"North Vancouver, BC V7M 1A5","1212-Supervisors, finance and insurance office workers",Unknown,1,1
2023,British Columbia,Low Wage,InOrbit Immigration Services Inc.,"Vernon, BC V1T 9L6",1241-Administrative assistants,Unknown,1,2
2023,British Columbia,Low Wage,LA STELLA FOODS MANUFACTURING LTD,"BURNABY, BC V5J 4R6","9213-Supervisors, food, beverage and associated products processing",Unknown,1,1
2023,British Columbia,Low Wage,LANGLEY FOOD STOP,"LANGLEY, BC V2Y 1A5",6211-Retail sales supervisors,Corporation,1,2
2023,British Columbia,Low Wage,Pacific Clothing Recyclers Inc,"Surrey, BC V4N 3N6",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,Low Wage,Pacific Coast Express Limited,"Surrey, BC V3V 3V7",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,Low Wage,Pro Vita Care Management,"Surrey, BC V3S 6T4","3413-Nurse aides, orderlies and patient service associates",Unknown,1,10
2023,British Columbia,Low Wage,Quantasphere Business Solutions Inc.,"Burnaby, BC V5J 3J1",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,Low Wage,Randhawa Farms Ltd,"Abbotsford, BC V4X 2J7",7333-Electrical mechanics,Unknown,1,1
2023,British Columbia,Low Wage,Reposados Tacos Y Tequila Ltd.,"Golden, BC V0A 1H0",6321-Chefs,Unknown,1,1
2023,British Columbia,Low Wage,Stepwise Immigration Services Ltd,"Delta, BC V4C 0C1",1242-Legal administrative assistants,Unknown,1,2
2023,British Columbia,Low Wage,Tandoori Grill on Hill Inc.,"Whistler, BC V8E 1B6","6711-Food counter attendants, kitchen helpers and related support occupations",Unknown,1,1
2023,British Columbia,Low Wage,The Magic Cattle Guard Taps and Takeout Ltd,"Sun Peaks, BC V0E 5N0",6311-Food service supervisors,Unknown,1,1
2023,British Columbia,Low Wage,TMT Dispatch Ltd.,"Richmond, BC V6X 1Z7",1241-Administrative assistants,Unknown,1,1
2023,British Columbia,Low Wage,Tulio Renan Aviles Hernandez,"Vancouver, BC V6A 1W6",7294-Painters and decorators (except interior decorators),Unknown,1,3
2023,British Columbia,Low Wage,zorbas bakery and foods (2005) ltd.,"Burnaby, BC V5J 4S1",1221-Administrative officers,Unknown,1,1
2023,British Columbia,Primary Agriculture,HIGH POWER NURSERY LTD.,"ABBOTSFORD, BC V2T  9H",8431-General farm workers,Corporation,1,9
2023,British Columbia,Primary Agriculture,Sun Harrison Hot Spring Farm Inc.,"Agassiz, BC V0M 1A3",8431-General farm workers,Unknown,1,5
2023,British Columbia,Primary Agriculture,Sunshine meadow farms ltd,"Pitt meadows, BC V3Y 2R8","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1,2
2023,British Columbia,Primary Agriculture,Year Around Agri Farms Ltd.,"Surrey, BC V3W 6H6",8431-General farm workers,Unknown,1,30
2023,British Columbia,Global Talent Stream,Affinity Group,"Vancouver, BC V5M 4X7",2281-Computer network technicians,Corporation,1,1
2023,British Columbia,Global Talent Stream,Charsobe Food Group Ltd,"Abbotfsord, BC V2T 1W4",2175-Web designers and developers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,0852905 B.C. Ltd.,"Vancouver, BC V6J 1W6",6332-Bakers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,Cameron Land Surveying 2014 Ltd,"SURREY, BC V3S 7A4",2254-Land survey technologists and technicians,Unknown,1,1
2023,British Columbia,Permanent Resident Only,DIG Transport Ltd,"Surrey, BC V3W 7J2",7511-Transport truck drivers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,jjj foods ltd,"port coquitlam, BC V3B 7Z1",0631-Restaurant and food service managers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,K.P. LABOUR CONTRACTOR LTD.,"Surrey, BC V3W 3A8","0013-Senior managers - financial, communications and other business services",Unknown,1,1
2023,British Columbia,Permanent Resident Only,New Surrey Cabinet Doors Ltd,"Surrey, BC V3W 4M8",7272-Cabinetmakers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,NL Enterprises Ltd.,"Vancouver, BC V6Z 2R6",6311-Food service supervisors,Unknown,1,1
2023,British Columbia,Permanent Resident Only,Rise People,"Burnaby, BC V5H  3Z",2282-User support technicians,Corporation,1,1
2023,British Columbia,Permanent Resident Only,SHIRAZALI JUMANI INC.,"Burnaby, BC V5G 3S4",1311-Accounting technicians and bookkeepers,Unknown,1,1
2023,British Columbia,Permanent Resident Only,VB Immigration Consulting Inc,"Vancouver, BC V6C 1J8",1241-Administrative assistants,Unknown,1,1
2023,Yukon,Permanent Resident Only,Ground Truth Exploration Inc.,"Dawson City, YT Y0B 1G0",2172-Database analysts and data administrators,Unknown,1,1
